RELEASENUMBER,familyid,hhsize,age,lifesatis,dwellingunit,ownhome,employmnt,salaryamnt,owncar,numbercars,ownbusiness,healthins,collegeeduc,highlifesatis,age2,logage,worknow,retired
2,5864,4,42,0,4,0,1,0,1,2,0,1,0,0,42,3.7376697,1,0
2,4842,2,49,2,4,1,1,0,1,2,0,1,0,1,49,3.8918202,1,0
2,8281,4,51,1,1,1,1,0,1,5,1,1,1,1,51,3.9318256,1,0
2,8289,4,33,1,1,1,1,38500,1,4,0,0,0,1,33,3.4965076,1,0
2,7165,4,41,1,4,0,1,0,1,1,1,1,0,1,41,3.713572,1,0
2,5275,5,34,2,1,1,1,0,1,1,0,1,0,1,34,3.5263605,1,0
2,941,2,68,2,1,1,4,100,1,4,0,1,0,1,68,4.2195077,0,1
2,408,2,76,2,1,1,4,0,1,2,0,1,1,1,76,4.3307333,0,1
2,2385,1,47,3,4,1,1,0,1,1,0,1,0,0,47,3.8501475,1,0
2,1986,3,51,2,4,1,1,0,1,2,0,1,0,1,51,3.9318256,1,0
2,3399,2,56,1,3,0,1,0,1,1,0,0,0,1,56,4.0253515,1,0
2,3307,4,43,3,1,0,1,0,1,4,0,1,1,0,43,3.7612002,1,0
2,2777,3,29,3,1,0,7,0,0,0,0,1,0,0,29,3.3672957,0,0
2,2996,2,25,3,1,0,1,0,0,0,0,1,0,0,25,3.2188759,1,0
2,3230,3,67,2,1,0,1,15147,1,1,0,1,0,1,67,4.2046928,1,0
2,907,2,59,5,1,0,5,0,1,1,0,1,0,0,59,4.0775375,0,0
2,1551,1,64,2,3,0,4,0,0,0,0,1,0,1,64,4.1588831,0,1
2,2323,5,34,3,3,0,6,0,0,0,0,1,0,0,34,3.5263605,0,0
2,5366,1,55,3,2,1,4,0,1,1,0,1,0,0,55,4.0073333,0,1
2,4789,1,53,3,2,0,1,0,1,1,0,1,0,0,53,3.9702919,1,0
2,8616,3,32,2,1,1,1,0,1,3,1,1,0,1,32,3.4657359,1,0
2,9380,2,60,1,1,1,1,0,1,2,0,1,1,1,60,4.0943446,1,0
2,5774,2,63,1,1,1,1,116000,1,2,0,1,1,1,63,4.1431346,1,0
2,4735,4,36,1,1,1,1,120000,1,2,0,1,1,1,36,3.583519,1,0
2,7852,1,32,3,3,0,1,0,1,1,0,0,0,0,32,3.4657359,1,0
2,6696,2,69,1,1,1,1,0,1,2,0,1,1,1,69,4.2341065,1,0
2,5011,4,38,2,1,1,1,120000,1,2,0,1,1,1,38,3.6375861,1,0
2,8855,3,51,2,1,1,1,0,1,2,1,1,1,1,51,3.9318256,1,0
2,8204,3,32,2,1,0,3,0,1,1,0,1,1,1,32,3.4657359,0,0
2,441,2,71,2,3,1,4,0,1,2,0,1,0,1,71,4.2626801,0,1
2,4575,1,58,2,3,1,3,0,1,1,0,1,0,1,58,4.0604429,0,0
2,5032,2,71,3,1,1,4,0,1,6,0,1,0,0,71,4.2626801,0,1
2,7999,5,39,1,1,0,1,0,0,0,0,1,0,1,39,3.6635616,1,0
2,6982,4,33,1,1,1,1,350000,1,2,0,1,1,1,33,3.4965076,1,0
2,4948,2,30,3,1,1,1,0,1,2,0,1,1,0,30,3.4011974,1,0
2,5410,2,61,2,3,1,1,0,1,2,1,1,1,1,61,4.1108737,1,0
2,700,7,44,2,1,1,1,0,1,2,1,1,0,1,44,3.7841897,1,0
2,2516,3,57,2,1,1,1,0,1,3,0,1,0,1,57,4.0430512,1,0
2,1464,1,51,3,1,1,1,0,1,1,0,0,0,0,51,3.9318256,1,0
2,1614,4,31,2,1,1,1,100200,1,3,0,1,1,1,31,3.4339871,1,0
2,1185,2,28,2,1,1,1,0,1,4,0,1,0,1,28,3.3322046,1,0
2,1460,2,60,2,1,1,1,0,1,3,0,1,0,1,60,4.0943446,1,0
2,1105,4,31,2,1,1,1,0,1,4,0,1,1,1,31,3.4339871,1,0
2,515,1,66,2,3,1,1,0,1,2,0,1,0,1,66,4.1896548,1,0
2,8997,1,92,2,1,0,6,0,1,1,0,1,0,1,92,4.5217886,0,0
2,1999,1,66,2,3,0,4,0,0,0,0,1,0,1,66,4.1896548,0,1
2,2121,3,43,3,1,0,3,0,0,0,0,1,1,0,43,3.7612002,0,0
2,2325,5,42,3,3,0,1,24800,1,1,0,1,0,0,42,3.7376697,1,0
2,2019,3,41,2,1,1,7,0,1,2,0,1,0,1,41,3.713572,0,0
2,1768,5,37,3,1,0,1,0,1,1,0,0,0,0,37,3.6109178,1,0
2,616,2,94,3,1,1,4,0,1,4,0,1,1,0,94,4.5432949,0,1
2,676,2,68,2,1,1,1,65000,1,2,1,1,1,1,68,4.2195077,1,0
2,308,1,33,2,1,0,1,60000,1,1,0,1,0,1,33,3.4965076,1,0
2,794,4,39,2,1,1,1,96000,1,2,0,1,1,1,39,3.6635616,1,0
2,1936,2,64,2,1,1,4,0,1,2,0,1,0,1,64,4.1588831,0,1
2,2850,2,71,2,1,1,1,0,1,2,0,1,0,1,71,4.2626801,1,0
2,3513,3,50,1,1,1,1,9999999,1,2,0,1,1,1,50,3.9120231,1,0
2,4516,1,70,3,1,1,4,0,1,1,0,1,0,0,70,4.2484951,0,1
2,8667,4,45,2,1,1,1,0,1,3,0,1,1,1,45,3.8066626,1,0
2,3889,2,66,2,3,0,5,0,0,0,0,1,0,1,66,4.1896548,0,0
2,5162,1,60,5,2,0,5,0,0,0,0,1,0,0,60,4.0943446,0,0
2,4688,1,58,3,1,1,1,1997.37,1,1,0,1,0,0,58,4.0604429,1,0
2,4422,1,56,3,1,0,4,0,0,0,0,1,0,0,56,4.0253515,0,1
2,3946,6,53,3,3,0,4,0,1,1,0,1,0,0,53,3.9702919,0,1
2,7576,1,39,3,1,0,1,0,1,1,0,1,0,0,39,3.6635616,1,0
2,4230,4,36,3,1,0,5,0,1,1,0,1,0,0,36,3.583519,0,0
2,4344,1,33,4,1,0,1,0,0,0,0,1,0,0,33,3.4965076,1,0
2,5764,3,33,1,6,0,3,0,1,2,0,0,0,1,33,3.4965076,0,0
2,7425,7,27,3,3,0,3,0,1,1,0,1,0,0,27,3.2958369,0,0
2,5673,4,25,3,3,0,1,0,1,1,0,1,0,0,25,3.2188759,1,0
2,5427,3,23,3,1,0,3,0,0,0,0,1,0,0,23,3.1354942,0,0
2,4676,2,43,3,3,0,1,0,1,1,0,1,0,0,43,3.7612002,1,0
2,6767,1,37,3,3,0,1,0,0,0,0,0,0,0,37,3.6109178,1,0
2,8901,1,36,3,7,0,1,0,1,1,0,1,0,0,36,3.583519,1,0
2,4673,4,39,3,1,0,1,0,1,1,0,1,0,0,39,3.6635616,1,0
2,7427,4,38,4,2,0,3,0,1,1,0,1,0,0,38,3.6375861,0,0
2,9375,4,45,0,3,0,1,0,1,1,0,1,0,0,45,3.8066626,1,0
2,7796,1,22,3,2,0,1,0,1,1,0,1,0,0,22,3.0910425,1,0
2,8630,2,35,1,1,0,1,0,1,1,0,1,0,1,35,3.5553482,1,0
2,8219,5,29,4,1,1,3,0,1,2,0,1,0,0,29,3.3672957,0,0
2,4739,4,38,3,4,0,1,0,1,1,1,0,0,0,38,3.6375861,1,0
2,7416,3,26,2,6,0,3,0,1,1,0,1,0,1,26,3.2580965,0,0
2,4952,1,56,1,3,0,4,0,1,1,0,1,0,1,56,4.0253515,0,1
2,6140,1,21,2,1,0,3,0,0,0,0,1,0,1,21,3.0445225,0,0
2,5132,5,25,1,3,0,1,0,1,2,0,1,0,1,25,3.2188759,1,0
2,4522,1,82,2,1,1,4,0,1,2,0,1,0,1,82,4.4067192,0,1
2,8891,4,63,3,4,1,1,0,1,2,0,1,0,0,63,4.1431346,1,0
2,4864,2,59,3,4,1,1,0,1,2,0,1,0,0,59,4.0775375,1,0
2,9565,1,44,3,1,0,1,0,1,2,0,0,0,0,44,3.7841897,1,0
2,6811,2,53,0,1,1,1,0,1,2,0,1,0,0,53,3.9702919,1,0
2,3996,2,29,3,2,0,2,0,1,1,0,1,0,0,29,3.3672957,0,0
2,5678,2,26,2,3,0,1,0,1,2,0,1,0,1,26,3.2580965,1,0
2,6902,2,37,3,1,0,1,0,1,1,0,1,0,0,37,3.6109178,1,0
2,7448,2,47,3,3,0,1,0,0,0,0,1,0,0,47,3.8501475,1,0
2,578,2,74,1,1,1,4,0,1,5,0,1,0,1,74,4.3040652,0,1
2,248,1,47,2,1,1,1,88000,1,1,0,1,0,1,47,3.8501475,1,0
2,776,1,45,1,1,1,1,0,1,1,0,1,0,1,45,3.8066626,1,0
2,477,2,78,1,1,1,4,0,1,2,0,1,1,1,78,4.356709,0,1
2,6897,1,83,2,1,0,4,0,0,0,0,1,0,1,83,4.4188404,0,1
2,8561,3,53,1,4,1,1,0,1,6,0,1,1,1,53,3.9702919,1,0
2,6872,1,32,2,1,0,1,0,1,1,0,1,0,1,32,3.4657359,1,0
2,8277,3,29,2,1,0,1,63500,1,3,0,1,0,1,29,3.3672957,1,0
2,7983,6,25,1,1,0,1,0,1,6,0,1,0,1,25,3.2188759,1,0
2,8993,2,62,2,1,1,1,1000,1,4,1,1,0,1,62,4.1271343,1,0
2,6795,3,49,1,1,1,1,32000,1,3,0,1,0,1,49,3.8918202,1,0
2,6544,5,41,2,1,1,1,0,1,3,1,1,1,1,41,3.713572,1,0
2,5941,6,38,2,1,1,1,0,1,2,0,1,0,1,38,3.6375861,1,0
2,6190,7,37,1,1,1,1,0,1,4,0,1,1,1,37,3.6109178,1,0
2,6224,4,36,2,1,1,1,0,1,4,0,1,1,1,36,3.583519,1,0
2,8007,2,60,2,1,1,1,50000,1,4,1,1,0,1,60,4.0943446,1,0
2,8311,2,32,2,1,0,1,0,1,1,0,1,0,1,32,3.4657359,1,0
2,7189,2,67,2,1,1,4,0,1,4,0,1,0,1,67,4.2046928,0,1
2,8131,5,29,1,1,1,1,0,1,2,0,1,0,1,29,3.3672957,1,0
2,6394,5,28,2,4,1,1,900,1,2,0,1,0,1,28,3.3322046,1,0
2,6507,1,67,2,3,0,4,0,0,0,0,1,0,1,67,4.2046928,0,1
2,7595,4,39,3,3,0,1,0,1,2,0,1,0,0,39,3.6635616,1,0
2,6384,1,39,2,3,0,1,0,1,1,0,1,0,1,39,3.6635616,1,0
2,6293,1,34,2,3,0,1,32000,1,1,0,1,0,1,34,3.5263605,1,0
2,3023,2,70,2,1,1,1,0,1,2,1,1,0,1,70,4.2484951,1,0
2,3595,1,51,2,1,1,1,0,1,2,1,1,0,1,51,3.9318256,1,0
2,3130,4,48,2,1,1,1,0,1,5,1,1,1,1,48,3.871201,1,0
2,2979,4,45,1,1,1,1,80000,1,4,0,1,1,1,45,3.8066626,1,0
2,3284,2,49,3,1,1,1,550,1,2,1,1,0,0,49,3.8918202,1,0
2,5839,1,61,3,1,1,5,0,1,1,0,1,0,0,61,4.1108737,0,0
2,5729,1,42,2,2,0,1,0,1,1,0,1,0,1,42,3.7376697,1,0
2,7633,2,40,2,4,0,1,0,0,0,0,1,0,1,40,3.6888795,1,0
2,6946,5,39,2,1,1,1,48750,1,3,1,1,0,1,39,3.6635616,1,0
2,7352,2,48,3,1,1,3,0,1,1,0,1,0,0,48,3.871201,0,0
2,7522,4,41,2,1,1,1,125000,1,3,0,1,1,1,41,3.713572,1,0
2,5852,3,38,3,1,0,1,0,1,1,0,1,0,0,38,3.6375861,1,0
2,8268,3,29,3,1,0,1,0,1,3,0,1,0,0,29,3.3672957,1,0
2,5954,4,66,1,1,1,1,0,1,3,0,1,0,1,66,4.1896548,1,0
2,9512,4,24,2,1,0,1,0,1,3,0,1,0,1,24,3.1780539,1,0
2,4055,1,76,1,1,1,4,0,1,1,0,1,0,1,76,4.3307333,0,1
2,5057,2,53,3,1,1,1,0,1,2,0,1,0,0,53,3.9702919,1,0
2,1162,1,82,2,1,1,4,0,0,0,0,1,0,1,82,4.4067192,0,1
2,1392,3,59,2,1,1,1,260,1,3,0,1,1,1,59,4.0775375,1,0
2,1305,3,51,2,1,1,1,0,1,4,0,1,1,1,51,3.9318256,1,0
2,1236,3,49,3,1,1,1,52000,1,1,0,1,0,0,49,3.8918202,1,0
2,1943,2,32,2,1,1,1,0,1,2,0,1,0,1,32,3.4657359,1,0
2,1211,2,57,1,1,1,1,0,1,2,0,1,0,1,57,4.0430512,1,0
2,1220,2,59,1,1,1,1,0,1,2,0,1,0,1,59,4.0775375,1,0
2,1378,2,37,2,3,0,1,0,1,2,0,1,0,1,37,3.6109178,1,0
2,1287,4,29,2,1,1,1,0,1,2,0,1,1,1,29,3.3672957,1,0
2,1191,3,33,3,1,1,1,850,1,2,0,1,1,0,33,3.4965076,1,0
2,1832,3,27,2,3,0,1,0,1,2,0,1,0,1,27,3.2958369,1,0
2,4484,4,62,1,1,1,1,0,1,2,0,1,1,1,62,4.1271343,1,0
2,474,3,73,2,1,1,4,0,1,3,0,1,1,1,73,4.2904596,0,1
2,8978,1,69,2,3,0,4,0,1,1,0,1,0,1,69,4.2341065,0,1
2,8310,3,39,3,1,1,1,71000,1,1,0,1,0,0,39,3.6635616,1,0
2,6259,1,28,2,3,0,1,50000,1,1,0,1,0,1,28,3.3322046,1,0
2,3851,3,46,2,3,0,1,0,1,2,0,1,0,1,46,3.8286414,1,0
2,4061,1,71,2,1,1,4,0,1,1,0,1,0,1,71,4.2626801,0,1
2,6676,4,49,2,1,0,1,135000,1,2,0,1,1,1,49,3.8918202,1,0
2,9182,2,47,3,1,1,1,120000,1,1,0,1,0,0,47,3.8501475,1,0
2,4317,1,75,3,1,1,4,0,1,2,0,1,0,0,75,4.3174882,0,1
2,4321,1,58,3,2,0,1,0,0,0,1,1,0,0,58,4.0604429,1,0
2,5977,1,56,3,1,0,5,0,1,1,0,1,0,0,56,4.0253515,0,0
2,8753,2,54,1,1,1,1,0,1,2,0,1,0,1,54,3.9889841,1,0
2,7721,1,50,2,1,1,1,0,1,1,0,1,0,1,50,3.9120231,1,0
2,7446,1,36,1,3,0,1,0,0,0,0,1,0,1,36,3.583519,1,0
2,9531,1,33,1,3,0,1,0,1,2,0,1,0,1,33,3.4965076,1,0
2,8097,1,30,3,3,0,1,0,1,1,0,1,0,0,30,3.4011974,1,0
2,4142,3,27,1,3,0,3,0,0,0,0,1,0,1,27,3.2958369,0,0
2,3972,3,31,3,2,0,1,0,1,1,0,1,0,0,31,3.4339871,1,0
2,6759,4,39,3,3,0,1,0,1,1,0,1,0,0,39,3.6635616,1,0
2,1017,2,35,2,1,1,1,0,1,2,0,1,0,1,35,3.5553482,1,0
2,4921,3,74,3,1,1,4,0,1,3,0,1,0,0,74,4.3040652,0,1
2,6698,3,48,3,1,1,1,105000,1,3,0,1,1,0,48,3.871201,1,0
2,8702,2,49,1,1,1,1,65000,1,4,1,1,0,1,49,3.8918202,1,0
2,9103,1,65,3,1,1,4,0,1,1,0,0,0,0,65,4.1743875,0,1
2,9271,4,74,2,1,1,4,0,0,0,1,1,0,1,74,4.3040652,0,1
2,9009,2,42,3,1,1,1,0,1,2,0,1,1,0,42,3.7376697,1,0
2,3775,1,87,3,1,1,6,0,1,2,0,1,0,0,87,4.4659081,0,0
2,4614,2,65,2,1,1,4,0,1,2,0,1,0,1,65,4.1743875,0,1
2,4247,2,64,2,1,1,4,0,1,2,0,1,0,1,64,4.1588831,0,1
2,4053,3,55,2,1,1,1,80000,1,5,0,1,1,1,55,4.0073333,1,0
2,3807,1,32,3,1,0,3,0,0,0,0,1,0,0,32,3.4657359,0,0
2,2834,2,67,2,1,1,1,35000,1,2,0,1,1,1,67,4.2046928,1,0
2,2868,1,62,3,1,1,4,2100,1,2,0,1,0,0,62,4.1271343,0,1
2,2872,2,58,1,1,1,1,78000,1,2,0,1,1,1,58,4.0604429,1,0
2,3591,1,40,3,1,1,1,1800,1,1,0,1,0,0,40,3.6888795,1,0
2,2775,5,36,2,1,1,1,58000,1,2,0,1,1,1,36,3.583519,1,0
2,2774,2,24,2,1,0,7,0,1,1,0,1,0,1,24,3.1780539,0,0
2,2731,4,35,1,4,1,1,0,1,2,0,1,1,1,35,3.5553482,1,0
2,3020,4,42,1,1,1,1,71000,1,2,0,1,1,1,42,3.7376697,1,0
2,2730,5,30,1,1,0,1,0,1,2,0,1,1,1,30,3.4011974,1,0
2,2866,2,34,1,1,0,1,43000,1,2,0,1,1,1,34,3.5263605,1,0
2,3737,1,69,2,3,0,1,0,1,1,0,1,0,1,69,4.2341065,1,0
2,2901,2,69,2,1,1,1,0,1,2,0,1,0,1,69,4.2341065,1,0
2,2552,3,48,1,1,1,1,55000,1,2,0,1,1,1,48,3.871201,1,0
2,3199,4,46,2,1,1,1,184000,1,3,0,1,1,1,46,3.8286414,1,0
2,8934,1,88,0,7,0,4,0,0,0,0,1,0,0,88,4.4773369,0,1
2,8884,2,48,3,1,1,5,0,1,3,0,1,0,0,48,3.871201,0,0
2,6035,1,24,3,3,0,1,0,1,1,0,1,0,0,24,3.1780539,1,0
2,8768,3,56,4,1,1,1,0,1,5,0,1,0,0,56,4.0253515,1,0
2,9594,2,60,2,1,1,1,0,1,2,0,0,1,1,60,4.0943446,1,0
2,6027,3,51,2,1,1,1,55000,1,3,1,1,0,1,51,3.9318256,1,0
2,3181,2,65,3,1,1,1,0,1,1,0,1,1,0,65,4.1743875,1,0
2,3620,3,43,2,1,1,1,35000,1,2,1,1,0,1,43,3.7612002,1,0
2,980,1,50,3,1,1,1,115000,1,2,0,1,0,0,50,3.9120231,1,0
2,844,4,59,3,1,1,1,0,1,2,0,1,0,0,59,4.0775375,1,0
2,440,1,42,1,3,0,1,0,1,1,0,0,0,1,42,3.7376697,1,0
2,343,2,70,2,1,1,4,0,1,3,0,1,0,1,70,4.2484951,0,1
2,171,3,42,2,4,1,1,0,1,2,0,1,0,1,42,3.7376697,1,0
2,5627,2,75,2,1,1,4,0,1,2,0,1,0,1,75,4.3174882,0,1
2,6218,5,40,1,6,0,1,75000,1,2,0,1,0,1,40,3.6888795,1,0
2,7766,1,94,0,1,1,4,0,1,1,0,1,0,0,94,4.5432949,0,1
2,5264,1,66,2,3,1,4,0,1,1,0,1,0,1,66,4.1896548,0,1
2,7760,1,64,2,3,1,1,173000,1,1,0,1,0,1,64,4.1588831,1,0
2,6361,1,62,4,3,0,1,0,1,1,1,1,0,0,62,4.1271343,1,0
2,7398,1,59,3,1,1,3,0,1,3,0,1,0,0,59,4.0775375,0,0
2,5021,4,45,2,1,1,1,135500,1,1,0,1,0,1,45,3.8066626,1,0
2,9444,5,43,2,1,1,1,250000,1,2,0,1,1,1,43,3.7612002,1,0
2,6969,1,22,3,3,0,1,0,0,0,0,1,0,0,22,3.0910425,1,0
2,3422,1,88,0,1,1,4,0,1,1,0,1,0,0,88,4.4773369,0,1
2,3105,2,67,2,1,1,1,0,1,1,0,1,0,1,67,4.2046928,1,0
2,6034,1,70,3,4,0,5,0,0,0,0,1,0,0,70,4.2484951,0,0
2,4524,2,69,2,1,1,5,0,1,1,0,1,0,1,69,4.2341065,0,0
2,4689,1,89,3,4,1,4,0,1,1,0,1,0,0,89,4.4886365,0,1
2,5305,2,61,2,1,1,1,0,1,3,1,1,1,1,61,4.1108737,1,0
2,6419,2,56,2,1,0,1,0,0,0,0,0,0,1,56,4.0253515,1,0
2,4547,2,30,3,1,0,1,0,1,1,0,1,0,0,30,3.4011974,1,0
2,5035,2,36,3,3,0,7,0,1,1,0,1,0,0,36,3.583519,0,0
2,8789,4,31,3,1,0,1,2300,1,2,0,1,1,0,31,3.4339871,1,0
2,8017,2,40,2,1,0,1,0,1,3,0,1,0,1,40,3.6888795,1,0
2,6178,2,89,1,1,1,4,0,1,2,0,1,0,1,89,4.4886365,0,1
2,4511,3,43,2,1,1,1,0,1,1,0,1,0,1,43,3.7612002,1,0
2,6349,4,60,2,1,1,4,0,1,3,0,1,0,1,60,4.0943446,0,1
2,7867,4,43,2,1,1,1,2160,1,1,0,1,0,1,43,3.7612002,1,0
2,7034,2,90,2,1,1,4,0,1,2,0,1,0,1,90,4.4998097,0,1
2,4326,3,37,2,1,1,1,44352,1,1,1,1,0,1,37,3.6109178,1,0
2,7800,3,40,2,1,1,1,32000,1,1,0,1,0,1,40,3.6888795,1,0
2,6941,2,68,2,1,1,4,0,1,4,0,1,1,1,68,4.2195077,0,1
2,6534,5,40,2,1,1,1,1200,1,1,0,1,1,1,40,3.6888795,1,0
2,5054,2,90,3,1,1,4,0,1,1,0,1,0,0,90,4.4998097,0,1
2,5311,1,65,3,1,1,1,0,1,1,0,1,0,0,65,4.1743875,1,0
2,6277,3,63,2,1,1,4,0,1,2,1,1,1,1,63,4.1431346,0,1
2,8433,2,40,2,1,1,1,0,1,2,0,1,0,1,40,3.6888795,1,0
2,8279,1,38,2,3,1,1,0,1,1,0,1,0,1,38,3.6375861,1,0
2,9290,4,34,2,6,1,3,0,1,2,0,1,0,1,34,3.5263605,0,0
2,8954,2,25,2,1,1,1,0,1,2,0,1,0,1,25,3.2188759,1,0
2,7065,2,42,2,1,1,3,0,1,2,1,1,1,1,42,3.7376697,0,0
2,2205,2,34,2,1,1,1,30000,1,1,0,1,0,1,34,3.5263605,1,0
2,1475,2,30,4,3,1,1,90000,1,1,0,1,1,0,30,3.4011974,1,0
2,1189,2,65,1,1,1,1,0,1,2,1,1,1,1,65,4.1743875,1,0
2,2936,2,83,3,1,0,4,0,1,2,0,1,0,0,83,4.4188404,0,1
2,2619,9,58,2,2,0,5,0,1,2,0,1,0,1,58,4.0604429,0,0
2,3486,1,52,3,1,0,1,0,1,1,1,0,0,0,52,3.9512436,1,0
2,3544,3,45,3,1,0,1,0,1,3,0,1,0,0,45,3.8066626,1,0
2,5176,2,65,2,1,1,4,0,1,3,0,1,0,1,65,4.1743875,0,1
2,9541,3,44,2,1,0,5,0,1,1,0,1,0,1,44,3.7841897,0,0
2,4878,2,87,1,3,0,4,0,1,1,0,1,1,1,87,4.4659081,0,1
2,3932,3,52,2,1,0,6,0,1,1,0,1,0,1,52,3.9512436,0,0
2,4347,3,23,1,1,1,1,0,1,2,0,1,0,1,23,3.1354942,1,0
2,1238,2,88,2,1,1,4,0,1,2,0,1,1,1,88,4.4773369,0,1
2,1455,3,59,2,1,1,1,0,1,1,0,1,1,1,59,4.0775375,1,0
2,2159,1,40,3,2,0,1,0,1,1,0,1,0,0,40,3.6888795,1,0
2,2183,1,24,3,1,0,7,0,1,1,0,1,0,0,24,3.1780539,0,0
2,1685,2,81,2,1,1,4,0,1,1,0,1,1,1,81,4.3944492,0,1
2,2111,2,53,2,1,1,1,0,1,1,0,0,0,1,53,3.9702919,1,0
2,5129,2,62,1,1,1,4,0,1,2,0,1,0,1,62,4.1271343,0,1
2,4589,2,61,2,1,1,1,0,1,2,0,1,0,1,61,4.1108737,1,0
2,5698,5,36,2,1,1,1,56000,1,3,0,1,1,1,36,3.583519,1,0
2,7798,3,33,3,1,1,1,0,1,3,0,1,0,0,33,3.4965076,1,0
2,7840,3,32,2,1,1,1,65000,1,1,0,1,0,1,32,3.4657359,1,0
2,5458,2,65,3,1,1,4,0,1,2,0,1,0,0,65,4.1743875,0,1
2,8685,2,64,2,1,1,1,0,1,3,0,1,0,1,64,4.1588831,1,0
2,7907,2,63,2,1,1,1,0,1,2,0,1,0,1,63,4.1431346,1,0
2,9450,1,61,3,1,0,1,0,1,1,0,0,0,0,61,4.1108737,1,0
2,5578,2,41,2,1,0,1,0,1,1,0,1,0,1,41,3.713572,1,0
2,5286,1,37,3,4,1,5,0,0,0,0,1,0,0,37,3.6109178,0,0
2,9288,5,37,2,1,1,1,0,1,2,0,1,0,1,37,3.6109178,1,0
2,9076,3,31,2,1,1,1,0,1,2,0,1,1,1,31,3.4339871,1,0
2,4533,2,59,3,1,1,1,0,1,2,1,1,1,0,59,4.0775375,1,0
2,9064,1,34,4,4,0,1,0,0,0,0,1,0,0,34,3.5263605,1,0
2,9321,1,29,3,3,0,7,0,1,1,0,1,0,0,29,3.3672957,0,0
2,7284,2,32,2,1,1,1,0,1,1,0,1,0,1,32,3.4657359,1,0
2,9297,5,38,2,1,1,1,90000,1,2,1,1,1,1,38,3.6375861,1,0
2,8857,5,31,1,1,1,1,0,1,3,0,1,1,1,31,3.4339871,1,0
2,4244,4,47,3,1,1,1,52000,1,2,0,1,1,0,47,3.8501475,1,0
2,1113,2,75,2,1,1,4,0,1,2,0,1,0,1,75,4.3174882,0,1
2,2463,5,50,1,1,1,1,0,1,5,0,1,1,1,50,3.9120231,1,0
2,1619,4,34,2,1,0,1,0,1,2,0,1,1,1,34,3.5263605,1,0
2,2818,2,45,3,3,0,1,0,1,1,1,1,0,0,45,3.8066626,1,0
2,3559,5,46,3,1,0,1,0,1,1,0,1,0,0,46,3.8286414,1,0
2,3084,2,75,2,1,1,4,0,1,2,0,1,1,1,75,4.3174882,0,1
2,1227,2,56,3,1,1,1,0,1,2,0,1,0,0,56,4.0253515,1,0
2,2421,5,35,1,1,1,1,0,1,1,0,0,0,1,35,3.5553482,1,0
2,1819,2,32,3,1,1,1,0,1,2,1,0,0,0,32,3.4657359,1,0
2,7429,1,78,3,1,1,4,0,1,2,0,1,0,0,78,4.356709,0,1
2,8760,2,55,1,1,1,1,0,1,4,0,1,0,1,55,4.0073333,1,0
2,6304,2,51,2,1,1,1,4030,1,2,1,1,0,1,51,3.9318256,1,0
2,9041,1,31,1,1,1,1,0,1,1,0,1,0,1,31,3.4339871,1,0
2,6636,1,27,2,1,0,1,0,1,1,0,1,0,1,27,3.2958369,1,0
2,4655,2,63,2,1,1,4,0,1,3,0,1,0,1,63,4.1431346,0,1
2,6781,5,37,2,1,1,1,0,1,4,0,0,0,1,37,3.6109178,1,0
2,875,2,69,2,1,1,4,0,1,3,1,1,1,1,69,4.2341065,0,1
2,404,2,67,2,1,1,4,0,1,2,0,1,0,1,67,4.2046928,0,1
2,588,1,33,3,3,0,1,98000,1,1,1,1,0,0,33,3.4965076,1,0
2,95,1,66,3,3,0,1,0,1,1,0,1,0,0,66,4.1896548,1,0
2,3733,1,58,0,7,0,5,0,0,0,0,1,0,0,58,4.0604429,0,0
2,3194,2,36,3,3,0,1,0,1,1,0,1,0,0,36,3.583519,1,0
2,3683,4,39,2,1,1,1,65000,1,5,0,1,1,1,39,3.6635616,1,0
2,3448,5,53,2,1,0,1,2600,1,2,1,1,0,1,53,3.9702919,1,0
2,3700,2,74,1,1,1,4,0,1,2,0,1,0,1,74,4.3040652,0,1
2,2723,2,45,2,6,1,1,0,1,1,0,1,0,1,45,3.8066626,1,0
2,333,1,81,2,1,1,4,0,1,1,1,1,0,1,81,4.3944492,0,1
2,8452,1,82,2,4,1,4,0,1,1,0,1,0,1,82,4.4067192,0,1
2,9346,2,26,2,1,1,1,0,1,2,0,1,1,1,26,3.2580965,1,0
2,3958,5,52,3,1,1,6,0,1,3,0,1,0,0,52,3.9512436,0,0
2,9286,2,61,1,1,1,1,58000,1,4,0,1,1,1,61,4.1108737,1,0
2,647,2,82,4,3,1,5,0,1,1,0,1,0,0,82,4.4067192,0,0
2,5488,1,67,1,1,0,4,0,1,1,0,1,0,1,67,4.2046928,0,1
2,7336,2,64,4,1,0,1,5557,1,3,0,1,0,0,64,4.1588831,1,0
2,7188,5,62,2,1,1,4,0,1,2,0,1,0,1,62,4.1271343,0,1
2,7075,2,32,3,3,0,3,0,0,0,0,1,0,0,32,3.4657359,0,0
2,6095,4,38,2,1,0,1,0,1,2,0,1,1,1,38,3.6375861,1,0
2,3134,2,50,4,1,0,5,0,1,1,0,1,0,0,50,3.9120231,0,0
2,3123,1,26,3,6,0,1,0,1,1,0,1,0,0,26,3.2580965,1,0
2,2886,2,43,2,1,1,1,54000,1,2,0,1,1,1,43,3.7612002,1,0
2,3132,2,25,2,1,0,1,0,1,2,0,1,0,1,25,3.2188759,1,0
